record_id,compound_smiles,egfr_variant,standard_type,standard_value,standard_units,pchembl_value,source_id,extraction_confidence,extraction_method
zenodo_HER2_5037,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CN2CCOCC2)cc1,HER2,IC50,190.54607179632484,nM,6.72,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5822,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNC(C)C)cc1,HER2,IC50,30.199517204020193,nM,7.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1749,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNC2CC2)cc1,HER2,IC50,85.11380382023759,nM,7.07,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4700,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)cc1,HER2,IC50,120.22644346174131,nM,6.92,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4954,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCCN1CCOCC1,HER2,IC50,1778.2794100389228,nM,5.75,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3144,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCN1CCOCC1,HER2,IC50,741.3102413009177,nM,6.13,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1878,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,HER2,IC50,141.25375446227554,nM,6.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2118,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#C/C=N/OCCN1CCOCC1,HER2,IC50,69.18309709189363,nM,7.16,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3131,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,HER2,IC50,95.49925860214368,nM,7.02,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1901,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCOCC1,HER2,IC50,151.3561248436207,nM,6.82,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5268,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCN1CCOCC1,HER2,IC50,74.13102413009177,nM,7.13,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2843,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCNCc1ccccc1,HER2,IC50,812.8305161640995,nM,6.09,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4388,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCN1CCOCC1,HER2,IC50,5370.317963702532,nM,5.27,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1373,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCOc1ccc(CNC(C)C)cc1,HER2,IC50,128.82495516931348,nM,6.89,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6274,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN(C)C)cc1,HER2,IC50,40.7380277804113,nM,7.39,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5021,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)c(F)c1,HER2,IC50,61.65950018614822,nM,7.21,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3426,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)cc1,HER2,IC50,40.7380277804113,nM,7.39,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3916,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)o1,HER2,IC50,141.25375446227554,nM,6.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2510,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)s1,HER2,IC50,177.82794100389228,nM,6.75,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3497,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCOCC2)cc1,HER2,IC50,436.51583224016565,nM,6.36,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3902,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNC(C)C)cc1,HER2,IC50,17.78279410038923,nM,7.75,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4475,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CNCCS(C)(=O)=O)cc1,HER2,IC50,218.77616239495518,nM,6.66,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4642,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1cccc(CN(C)C)c1,HER2,IC50,72.44359600749905,nM,7.14,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6283,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccccc1,HER2,IC50,758.5775750291835,nM,6.12,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2294,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ncc(CN2CCCC2)s1,HER2,IC50,109.64781961431851,nM,6.96,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6386,Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1,HER2,IC50,501.18723362727246,nM,6.3,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4655,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc1ccccn1,HER2,IC50,1.9952623149688828,nM,8.7,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_565,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCNCC4)c23)ccc1OCc1ccccn1,HER2,IC50,3.019951720402019,nM,8.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2467,Clc1cc(Nc2ncnc3cccc(OC4CCOCC4)c23)ccc1OCc1ccccn1,HER2,IC50,23.9883291901949,nM,7.62,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4867,Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,HER2,IC50,199.52623149688787,nM,6.7,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_49,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,HER2,IC50,1445.439770745928,nM,5.84,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1876,Clc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1Cl,HER2,IC50,1023.2929922807537,nM,5.99,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4935,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,HER2,IC50,3090.295432513592,nM,5.51,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2972,Clc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1Cl,HER2,IC50,1995.2623149688789,nM,5.7,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4565,Cn1ccnc1S(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(C(F)(F)F)c4)c3c2)o1,HER2,IC50,26.302679918953814,nM,7.58,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_416,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccncc2)cc1,HER2,IC50,4.168693834703347,nM,8.38,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2778,Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,HER2,IC50,2.089296130854041,nM,8.68,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5133,Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc21,HER2,IC50,363.078054770101,nM,6.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3509,FC(F)(F)c1c[nH]c(-c2n[nH]cc2/C=C/c2cncc3ccccc23)n1,HER2,IC50,32359.36569296281,nM,4.49,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2438,Fc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,HER2,IC50,1995.2623149688789,nM,5.7,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5324,Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,HER2,IC50,3548.133892335753,nM,5.45,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1657,Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,HER2,IC50,6309.57344480193,nM,5.2,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4921,Fc1cccc(COc2ccc(Nc3cc(-c4ccsc4)ncn3)cc2Cl)c1,HER2,IC50,36307.8054770101,nM,4.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_150,Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1,HER2,IC50,20892.96130854041,nM,4.68,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_426,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccc[nH]5)sc34)cc2Cl)c1,HER2,IC50,120.22644346174131,nM,6.92,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3158,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,HER2,IC50,707.9457843841374,nM,6.15,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1482,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5cccs5)sc34)cc2Cl)c1,HER2,IC50,112.2018454301963,nM,6.95,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1867,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,HER2,IC50,53.70317963702533,nM,7.27,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_589,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5CCCN5)sc34)cc2Cl)c1,HER2,IC50,12.88249551693135,nM,7.89,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4218,Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCNCC6)o5)cc34)cc2Cl)c1,HER2,IC50,12.30268770812381,nM,7.91,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5455,Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCOCC6)o5)cc34)cc2Cl)c1,HER2,IC50,13.182567385564074,nM,7.88,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3271,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc(CNCc6ccccc6)o5)cc34)cc2Cl)c1,HER2,IC50,891.2509381337459,nM,6.05,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_170,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,HER2,IC50,204.17379446695276,nM,6.69,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_275,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccco5)cc34)cc2Cl)c1,HER2,IC50,14.125375446227554,nM,7.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2031,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,HER2,IC50,42.65795188015925,nM,7.37,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3262,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cc[nH]n3)cc2Cl)c1,HER2,IC50,66.06934480075964,nM,7.18,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2423,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,HER2,IC50,776.2471166286912,nM,6.11,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2821,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1,HER2,IC50,54.954087385762485,nM,7.26,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1548,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cccnc3)cc2Cl)c1,HER2,IC50,141.25375446227554,nM,6.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2527,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ncccn3)cc2Cl)c1,HER2,IC50,60.25595860743581,nM,7.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2917,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCC6)c45)ccc32)c1,HER2,IC50,363.078054770101,nM,6.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2657,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc32)c1,HER2,IC50,26.91534803926914,nM,7.57,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2918,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC6)c45)ccc32)c1,HER2,IC50,81.28305161640995,nM,7.09,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4057,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,HER2,IC50,54.954087385762485,nM,7.26,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4588,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,HER2,IC50,1023.2929922807537,nM,5.99,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2831,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCN(c2ccccc2)CC1,HER2,IC50,48977.881936844664,nM,4.31,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3517,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,HER2,IC50,4897.788193684466,nM,5.31,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3937,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,HER2,IC50,16982.43652461746,nM,4.77,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6552,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,HER2,IC50,34673.685045253165,nM,4.46,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3122,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,HER2,IC50,22908.676527677748,nM,4.64,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2702,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,HER2,IC50,2884.031503126606,nM,5.54,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6435,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,HER2,IC50,13489.628825916532,nM,4.87,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2699,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1cccc(C(F)(F)F)c1,HER2,IC50,15848.93192461114,nM,4.8,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4079,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,HER2,IC50,41686.93834703355,nM,4.38,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4080,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,HER2,IC50,57543.993733715666,nM,4.24,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3818,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,HER2,IC50,12882.495516931349,nM,4.89,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3128,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,HER2,IC50,16982.43652461746,nM,4.77,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4566,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,HER2,IC50,3019.951720402019,nM,5.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3708,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,HER2,IC50,17782.794100389227,nM,4.75,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4683,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,HER2,IC50,12022.644346174131,nM,4.92,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3871,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,HER2,IC50,34673.685045253165,nM,4.46,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6864,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,HER2,IC50,6456.54229034655,nM,5.19,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2082,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,HER2,IC50,5754.399373371566,nM,5.24,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_656,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,HER2,IC50,2691.534803926914,nM,5.57,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_48,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,HER2,IC50,7943.282347242822,nM,5.1,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2641,N#CCC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,HER2,IC50,38.018939632056124,nM,7.42,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_201,N#CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,HER2,IC50,67.60829753919819,nM,7.17,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6370,N#Cc1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,HER2,IC50,467.73514128719813,nM,6.33,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3667,N#Cc1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,HER2,IC50,3019.951720402019,nM,5.52,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_346,N#Cc1cnc2ccc(NC(=O)/C=C/CN3CCOCC3)cc2c1Nc1ccc(F)c(Cl)c1,HER2,IC50,8709.635899560813,nM,5.06,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3377,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1,HER2,IC50,1047.1285480508984,nM,5.98,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2393,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,HER2,IC50,7762.471166286911,nM,5.11,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4577,NC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,HER2,IC50,309.0295432513592,nM,6.51,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_695,NC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,HER2,IC50,275.4228703338169,nM,6.56,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1499,NC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,HER2,IC50,288.40315031266056,nM,6.54,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2590,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccc(Cl)c(Cl)c4)c(Cl)c3)c2c1,HER2,IC50,707.9457843841374,nM,6.15,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1788,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,HER2,IC50,77.62471166286912,nM,7.11,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5976,NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,HER2,IC50,15.848931924611142,nM,7.8,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2671,NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1ccc2ccccc2c1,HER2,IC50,1202.2644346174131,nM,5.92,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2021,NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1cccc2ccccc12,HER2,IC50,9120.108393559096,nM,5.04,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_228,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,HER2,IC50,6606.9344800759645,nM,5.18,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2670,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2ccccc2c1,HER2,IC50,870.9635899560815,nM,6.06,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4886,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1cccc2ccccc12,HER2,IC50,6760.829753919819,nM,5.17,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2672,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2ccccc2c1,HER2,IC50,3890.4514499428046,nM,5.41,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5855,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1cccc2ccccc12,HER2,IC50,5495.408738576249,nM,5.26,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2673,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1ccc2ccccc2c1,HER2,IC50,1737.8008287493763,nM,5.76,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4062,NC(=S)N1N=C(c2ccc(F)cc2)CC1c1cccc2ccccc12,HER2,IC50,10715.193052376071,nM,4.97,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5826,NC(=S)N1N=C(c2ccccc2)CC1c1ccc2ccccc2c1,HER2,IC50,5623.413251903491,nM,5.25,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3550,NC(=S)N1N=C(c2ccccc2)CC1c1cccc2ccccc12,HER2,IC50,7244.359600749906,nM,5.14,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_6219,NC1CCN(Cc2ccn3ncnc(Nc4cc(Cl)cc(Cl)c4)c23)CC1,HER2,IC50,33.884415613920275,nM,7.47,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1862,NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,HER2,IC50,6.025595860743569,nM,8.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4058,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,HER2,IC50,21.87761623949552,nM,7.66,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1766,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,HER2,IC50,3.981071705534969,nM,8.4,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4837,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Cl)c4)c23)CC1,HER2,IC50,3.981071705534969,nM,8.4,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4895,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,HER2,IC50,6.025595860743569,nM,8.22,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4896,NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,HER2,IC50,8.91250938133744,nM,8.05,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3956,NCCCCNC(=O)CC1CN[C@H](C(=O)N2CCC(c3ccccc3)C2)[C@@H](C(=O)NO)C1,HER2,IC50,162.18100973589299,nM,6.79,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_2072,NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,HER2,IC50,38.018939632056124,nM,7.42,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5544,NNC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,HER2,IC50,144.5439770745928,nM,6.84,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3529,NS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,HER2,IC50,3.890451449942805,nM,8.41,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3266,NS(=O)(=O)c1ccc(Nc2nc(N3CCOCC3)nc3[nH]cnc23)cc1,HER2,IC50,10000.0,nM,5.0,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_1808,Nc1cc(Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)ncn1,HER2,IC50,41.68693834703355,nM,7.38,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5514,Nc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,HER2,IC50,36.3078054770101,nM,7.44,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_5244,Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,HER2,IC50,43.65158322401656,nM,7.36,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3917,Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,HER2,IC50,562.341325190349,nM,6.25,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3435,Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,HER2,IC50,91.20108393559097,nM,7.04,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_3721,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,HER2,IC50,15.135612484362072,nM,7.82,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4606,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,HER2,IC50,8.709635899560796,nM,8.06,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4615,Nc1ccccc1NC(=O)/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1,HER2,IC50,14.125375446227554,nM,7.85,gn_gnn_zenodo,high,web_scrape
zenodo_HER2_4614,Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,HER2,IC50,4.677351412871981,nM,8.33,gn_gnn_zenodo,high,web_scrape
