,SMILES_NS,pIC50
77523,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,7.19
5991,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C(C)C,8.4
59506,CC(C)OC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,4.55
81390,CC(C)OCCNc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.05
65691,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,5.16
58977,CC(C)Oc1ccc(NC(=O)c2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2N)cc1,9.85
16716,CC(C)Oc1cccc2nc(NC(=O)c3ccnnc3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,5.68
43934,CC(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.28
6875,CC(C)SSCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.85
77628,CC(C)[C@@H]1CC2OC2CC/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,4.66
35408,CC(C)c1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c(-c2ccccc2)c1C(=O)NCCCN1CCCC1,5.05
17314,CC(C)c1cc(/C=C(\C#N)S(=O)(=O)c2ccccc2)cc(C(C)C)c1O,4.21
21331,CC(C)c1cc(/C=C2/C(=O)Nc3ccccc32)cc(C(C)C)c1O,5.09
32446,CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,5.26
21329,CC(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,5.26
83183,CC(C)c1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,6.12
83969,CC(C)c1ccc(NC(=O)c2ccccc2O)cc1,4.53
1793,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,5.22
2053,CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,5.16
2081,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,5.92
1985,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,6.6
21872,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,6.26
1993,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,6.8
1953,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,5.67
2025,CC(C)n1nc(-c2ccc(O)c(C#N)c2)c2c(N)ncnc21,5.09
1989,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,5.98
3585,CC(C)n1nc(-c2ccc3[nH]/c(=N/N)ccc3c2)c2c(N)ncnc21,5.15
2144,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,6.03
3577,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,5.17
2132,CC(C)n1nc(-c2ccc3[nH]nc(N)c3c2)c2c(N)ncnc21,6.68
1973,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,5.96
4853,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,6.2
2128,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,5.02
2009,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,5.3
19907,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,7.06
2013,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.66
21881,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,5.6
1921,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,4.6
3581,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,5.13
19915,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,6.21
1825,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,5.08
3573,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,4.54
1945,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,5.43
1997,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,5.34
1889,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.35
1965,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,6.42
2005,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,4.15
30795,CC(C)n1nc(I)c2c(N)ncnc21,4.75
37714,CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,4.0
69449,CC(CN(C)C)NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,6.66
68575,CC(CN1CCCCC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,6.65
68477,CC(N)CNc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,7.12
74775,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,6.07
56670,CC(O)C(=O)N(C)CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,6.71
14999,CC/N=C/c1cc(O)ccc1O,4.13
87728,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccc(Br)cc21,4.58
87724,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccc(Cl)cc21,4.56
87721,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccccc21,4.5
81429,CC1(C)CN(CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2OCC2CCCC2)CC(=O)O1,7.23
27373,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,9.55
68582,CC1CC(c2ccc(O)cc2)CN1c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,6.85
2240,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,6.44
89838,CC1CCCCN1CC=CC(=O)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,5.23
89791,CC1CCCCN1CC=CC(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,6.75
58939,CC1CCN(Cc2ccc(NC(=O)c3sc4ncc(C#N)c5c4c3[nH]c(=O)n5-c3c(Cl)ccc4c3OCO4)cc2)CC1,6.2
39461,CC1CCN(Cc2ccc(NC(=O)c3sc4ncnc5c4c3[nH]c(=O)n5-c3ccccc3Cl)cc2)CC1,6.22
39109,CC1CN(CCCN2CCCC2)C(=O)c2c1[nH]c(/C=C1\C(=O)Nc3ccc(Br)cc31)c2-c1ccccc1,5.22
39113,CC1CN(CCCN2CCN(C)CC2)C(=O)c2c1[nH]c(/C=C1\C(=O)Nc3ccc(Br)cc31)c2-c1ccccc1,5.19
22443,CC1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,7.44
16444,CC=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,9.34
85668,CC=CC(=O)Nc1cccc(C(F)(F)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)c1,5.76
85670,CC=CC(=O)Nc1cccc(C(F)(F)c2nc(Nc3ccc(N4CCN(CC)CC4)cc3)ncc2F)c1,5.79
20590,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.63
16440,CCC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.72
20524,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.28
42013,CCC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.2
9162,CCC(C(N)=O)c1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,6.82
9164,CCC(C(N)=O)c1ccc2ncc(C#N)c(Nc3ccc(Br)c(Br)c3)c2c1,5.52
9163,CCC(C(N)=O)c1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,9.22
67928,CCC(C)/C=C/C(=O)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C1CC(O)C(C(=O)O)O1,5.8
1981,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,5.78
54391,CCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.02
54414,CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.7
14996,CCCCCC/N=C/c1cc(O)ccc1O,4.02
76861,CCCCCC1=NC(O)(CC)CC[Se]1,3.8
68337,CCCCCOc1ccc(Nc2c(C#N)cnc3cc(OCC)c(NC(=O)/C=C/CN(C)C)cc23)cc1Cl,6.05
77539,CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,7.31
77537,CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,7.49
83185,CCCCN(CCCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.51
83115,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc1ccccc1,4.5
14246,CCCCN(Cc1cc(Br)ccc1O)C(=O)Nc1ccccc1,4.43
14256,CCCCN(Cc1cc(C)ccc1O)C(=S)Nc1ccccc1,4.36
83116,CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=S)Nc1ccccc1,4.61
14245,CCCCN(Cc1cc(Cl)ccc1O)C(=O)Nc1ccccc1,4.49
14254,CCCCN(Cc1cc(Cl)ccc1O)C(=S)Nc1ccccc1,4.74
83171,CCCCNC(=O)c1ccc(N(CCCl)CCCl)cc1,4.64
5472,CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.32
635,CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCC,6.98
68144,CCCN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,7.05
83172,CCCN(CCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.53
19753,CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.07
65556,CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,8.15
7079,CCCN1CCN(C(C)(C)C#Cc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)CC1,8.52
81462,CCCNCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,7.22
21098,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,9.77
36260,CCCS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.68
3332,CCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,9.3
66262,CCN(CC)C(=O)COc1ccc2nc(C(=O)NCc3ccc(F)cc3)sc2c1,4.4
66297,CCN(CC)C(=O)COc1ccc2nc(C(=O)NCc3ccccc3)sc2c1,4.68
66242,CCN(CC)C(=O)COc1ccc2nc(C(=O)NCc3ccco3)sc2c1,5.39
14330,CCN(CC)C(C)(C#CC(=O)c1ccc(OC)c(OC)c1)C(C)C,5.54
40060,CCN(CC)C(C)(C#CC(=O)c1ccc(OC)c(OC)c1)CC(C)C,5.89
1750,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CC1CCCCC1,5.96
1744,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CCc1ccccc1,5.92
1738,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccccc1,8.52
1747,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccncc1,6.7
1741,CCN(CC)C(C)(C#Cc1ncnc2cc(OC)c(OC)cc12)c1ccccc1,5.14
14278,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C)cc1,5.96
45428,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,5.85
45420,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccccc1,5.77
45437,CCN(CC)C(C)(C)/C(=C/C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1cccs1,6.33
16975,CCN(CC)C(C)(C)/C(=C\C(=O)c1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C)cc1,6.64
45432,CCN(CC)C(C)(C)/C(C#N)=C/C(=O)c1ccc(OC)c(OC)c1,5.24
14326,CCN(CC)C(C)(C)C#CC(=O)c1ccc(OC)c(OC)c1,6.14
1753,CCN(CC)C(C)(CCc1ncnc2cc(OC)c(OC)cc12)Cc1ccccc1,6.89
5987,CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.14
11968,CCN(CC)C/C=C/C(=O)Nc1cn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C,6.19
11977,CCN(CC)C/C=C/C(=O)Nc1cn2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1C,6.12
14350,CCN(CC)C1(C#CC(=O)c2ccc(OC)c(OC)c2)CCCCC1,5.77
54418,CCN(CC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.32
6505,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.17
1142,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.92
40059,CCN(CC)CC#CC(=O)c1ccc(OC)c(OC)c1,7.89
68501,CCN(CC)CC(C)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,6.52
77209,CCN(CC)CC1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,6.91
89843,CCN(CC)CC=CC(=O)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,7.1
89813,CCN(CC)CC=CC(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,6.79
54641,CCN(CC)CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,10.12
54423,CCN(CC)CCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.64
31812,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,6.41
21441,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)Nc3ccccc3)nc2n1,6.0
39106,CCN(CC)CCCN1CC(C)c2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)c(-c3ccccc3)c2C1=O,5.01
1108,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.14
34240,CCN(CC)CCCNC(=O)c1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c2c1CCCC2,5.03
33405,CCN(CC)CCCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c1C,4.63
34257,CCN(CC)CCCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1-c1ccccc1,4.38
34190,CCN(CC)CCCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,5.19
39114,CCN(CC)CCCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,5.19
32419,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.87
17907,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)NC(C)(C)C)nc2n1,5.16
18187,CCN(CC)CCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.24
81398,CCN(CC)CCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.52
72507,CCN(CC)CCCc1ccc2[nH]c(/C=C3\C(=O)Nc4cc(-c5ccccc5)ccc43)cc2c1,4.21
39821,CCN(CC)CCCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5.54
67421,CCN(CC)CCCn1cnc2cc3c(N4CCCc5ccccc54)ncnc3cc21,5.37
35456,CCN(CC)CCN(C)C(=O)c1ccc(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]1,4.8
39110,CCN(CC)CCN1CC(C)c2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)c(-c3ccccc3)c2C1=O,4.84
9242,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(NC=O)cc43)c(C)c2C1=O,6.08
34283,CCN(CC)CCNC(=O)c1[nH]c(/C=C2\C(=O)Nc3cc(-c4cccnc4)ccc32)c2c1CCCC2,4.39
34350,CCN(CC)CCNC(=O)c1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c2c1CCCC2,4.94
34249,CCN(CC)CCNC(=O)c1c(C(C)C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1-c1ccccc1,4.84
13075,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1-c1ccccc1,4.94
32148,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C,5.0
39522,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C(F)(F)F,5.7
24913,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,6.76
39517,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C(F)(F)F,6.03
39564,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cccc(-c4c(F)cccc4F)c32)c1C(F)(F)F,5.46
39566,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cccc(-c4ccc(F)cc4)c32)c1C(F)(F)F,6.19
39554,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cccc(-c4ccccc4F)c32)c1C(F)(F)F,7.22
39570,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncc(Br)cc32)c1C(F)(F)F,5.76
8768,CCN(CC)CCNC(=O)c1cn(-c2ccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3c2)cc1CCO,8.1
48294,CCN(CC)CCON=C1C(=Cc2cc(OC)c(OC)c(OC)c2Br)CN(C)CC1=Cc1cc(OC)c(OC)c(OC)c1Br,7.0
1555,CCN(CC)CCOc1c(OC)cc(Nc2ncc3c(n2)-c2cc(OC)ccc2C(C)(C)C3)cc1OC,6.1
77465,CCN(CC)CCOc1cc(Nc2ncc3c(n2)-c2cc(OC)ccc2C(C)(C)C3)cc(OC)c1OC,5.5
54219,CCN(CC)CCOc1cc(Nc2nccc(Sc3cccc(OC)c3)n2)cc(OC)c1OC,6.22
21428,CCN(CC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.03
43857,CCN(CC)CCOc1cc2ncnc(Nc3ccc(C)c(Br)c3)c2cc1OC,5.02
43855,CCN(CC)CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,5.0
29491,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,7.46
72549,CCN(CC)CCOc1ccc2[nH]c(/C=C3\C(=O)Nc4ccc(-c5ccccc5)cc43)cc2c1,5.02
16948,CCN(CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc21,5.37
16947,CCN(CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21,5.39
8853,CCN(CC)CCn1ccc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c3c2)c1,5.99
59605,CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,4.3
86206,CCN(CC)c1nc2cc3c(N4CCCc5ccccc54)ncnc3cc2o1,5.33
86192,CCN(CC)c1nc2cc3c(N4CCc5ccccc54)ncnc3cc2o1,5.18
7130,CCN(CCC(=O)OC)C(C)(C)C#Cc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NS(C)(=O)=O,8.26
69458,CCN(CCN(C)C)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,6.52
68482,CCN(CCO)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,7.2
58062,CCN(c1ccc(N2CCOCC2)cc1)c1ncnc2nc(Nc3ccc(S(N)(=O)=O)cc3)sc12,5.0
65554,CCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,7.03
35771,CCN(c1ccccc1)c1ncnc2cc(OC)c(OC)cc12,5.26
1207,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,7.89
23477,CCN1CCN(CC#CC(=O)Nc2ccc3ncc(C#N)c(Nc4cccc(Br)c4)c3c2)CC1,9.0
1150,CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,8.26
29300,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,8.37
78316,CCN1CCN(Cc2ccc(Nc3nccc(-c4c[nH]nc4-c4ccc(C)cc4)n3)cc2)CC1,7.89
78282,CCN1CCN(c2ccc(Nc3nccc(-c4c[nH]nc4-c4ccc(C)cc4)n3)cc2)CC1,7.8
36797,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,5.89
41454,CCNC(=O)O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,6.9
5826,CCNc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,8.1
58769,CCNc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OC,5.11
58820,CCNc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCC,5.85
58808,CCNc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/OCC,6.4
8139,CCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.3
1090,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.82
32089,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.19
9559,CCOC(=O)/C=C\C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,6.98
61269,CCOC(=O)C(=O)Oc1ccc(-c2c(C(=O)OCC)oc3cc(O)cc(O)c3c2=O)cc1,5.65
10254,CCOC(=O)C1C(=O)CS(=O)(=O)N1c1cc(Br)ccc1OC,5.82
9003,CCOC(=O)C1CCCN(CC(O)Cn2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)c2)C1,5.77
9007,CCOC(=O)C1CCN(C(=O)Cn2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)c2)CC1,5.48
76665,CCOC(=O)C1CCN(CCC(=O)c2ccc(OCc3ccccc3)cc2)CC1,6.52
60034,CCOC(=O)C1CCN(CCNc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,5.94
47667,CCOC(=O)CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.28
37606,CCOC(=O)CN(C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC1CC1)CCS(=O)C(C)=O,6.96
60048,CCOC(=O)CN(CC(=O)OCC)C1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,7.24
60041,CCOC(=O)CN1CCC(CCNc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,5.99
60027,CCOC(=O)CN1CCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,5.69
41064,CCOC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1N1CCCC1,7.82
41062,CCOC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1N1CCCC1,8.05
41068,CCOC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1N1CCCCC1,8.0
82827,CCOC(=O)N1CCN([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6OC)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,6.28
82577,CCOC(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.22
69377,CCOC(=O)c1[nH]c(/C=C2\C(=O)Nc3cccc(C4CCNCC4)c32)c2c1CCCC2,1.83
20486,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cccc(CCO)c32)c1CCCN(C)C,6.72
8658,CCOC(=O)c1c(CC(=O)N2CCC[C@H]2CN2CCCC2)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,5.99
8642,CCOC(=O)c1ccc(-n2cccc2/C=C2\C(=O)Nc3ccccc32)cc1C,4.64
84354,CCOC(=O)c1ccc(NC(=O)CSc2nnc(CNc3ccc(OC)cc3)n2-c2ccccc2)cc1,4.03
20638,CCOC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,5.23
58927,CCOC(=O)c1sc2nc(O)c(C#N)c3c2c1[nH]c(=O)n3-c1ccc(Oc2ccccc2)cc1,7.77
80618,CCOC(=O)c1sc2ncnc3c2c1[nH]c(=O)n3-c1ccc(Sc2ccccc2)cc1,6.21
80644,CCOC(=O)c1sc2ncnc3c2c1[nH]c(=O)n3-c1ccc2c(cnn2Cc2cccc(F)c2)c1,5.65
