ID,SMILES_NS,y1,y2,y3,y4,y5
12705640,CC#C/C(=N\OC[C@H]1CCCN1CCO)c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.03,,,,
12705750,CC#C/C(=N\OC[C@H]1CN(CCO)CCN1)c1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,7.6,,,,
12705410,CC#C/C(=N\OC[C@H]1COCCN1)c1ccc2ncnc(Nc3ccc(COc4cccc(F)c4)c(Cl)c3)c2c1,6.58,,,,
12705425,CC#C/C(=N\OC[C@H]1COCCN1)c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.14,,,,
12705182,CC#C/C(=N\OC[C@H]1COCCN1)c1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,7.12,,,,
12705458,CC#C/C(=N\OC[C@H]1NC(=O)O[C@H]1C)c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,6.66,,,,
12705467,CC#C/C(=N\OC[C@H]1NCCO[C@@H]1C)c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,6.82,,,,
27661604,CC#CC(=O)N1CC2(CC(n3nc(-c4ccc(OCC(F)(F)F)cc4)c(C(N)=O)c3N)C2)C1,5.19,,,,
28572443,CC#CC(=O)N1CC[C@]2(C1)C[C@H](n1nc(-c3ccc(C(O)C(C)C)cc3)c(C(N)=O)c1N)C2,5.52,,,,
29175731,CC#CC(=O)N1CC[C@]2(C1)C[C@H](n1nc(-c3ccc(COC)cc3)c(C(N)=O)c1N)C2,5.21,,,,
10588380,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.6,,,,
9294665,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,6.82,,,,
11764253,CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,7.7,,,,
13847337,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(Br)c(Br)c3)c2c1,5.52,,,,
24952851,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(Oc4cccs4)c(Cl)c3)c2c1,7.4,,,,
18547741,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(Sc4ccccc4)c(Cl)c3)c2c1,7.35,,,,
25573698,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(Sc4ccccc4)cc3)c2c1,7.35,,,,
9290957,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,9.22,,,,
13844031,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(C)c3)c2c1,6.22,,,,
24536775,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.33,,,,
9663142,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,5.42,,,,
9658590,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,5.2,,,,
6524779,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,3.3,,,,
8865077,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.92,,,,
24738164,CC(=O)C1=C(c2ccccc2)N(O)c2ccccc2N1O,4.3,,,,
26917587,CC(=O)CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.0,,,,
9650646,CC(=O)N(C)/N=N/c1ccc2ncnc(Nc3cccc(C)c3)c2c1,6.24,,,,
12288631,CC(=O)N(C)C[C@@H](C)Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12,5.73,,,,
14016607,CC(=O)N(c1cccc(Br)c1)c1ncnc2ccc(N3C(=O)C=CC3=O)cc12,6.91,,,,
13640507,CC(=O)N/C=C/c1cc(O)ccc1O,4.81,,,,
19162243,CC(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,7.24,,,,
12633812,CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.52,,,,
20432902,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Br)cc1,4.69,,,,
20432901,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(F)cc1,4.81,,,,
669744,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1,4.7,,,,
20432900,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1Cl,4.67,,,,
20432907,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Br)cc1,4.73,,,,
20432906,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Cl)cc1,4.79,,,,
20432904,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(F)cc1,4.74,,,,
20432896,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1,4.54,,,,
20432905,CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,4.62,,,,
25958478,CC(=O)NC1CCN(C(=O)Cn2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)c2)CC1,6.02,,,,
15399574,CC(=O)NCCNCc1ccc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cn2)o1,7.02,,,,
19443951,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,8.54,,,,
25958536,CC(=O)N[C@@H]1CCN(C(=O)Cn2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)c2)C1,6.2,,,,
25958524,CC(=O)N[C@@H]1CCN(CC(O)Cn2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)c2)C1,5.42,,,,
26375013,CC(=O)Nc1cc2ncnc(-c3cccc(Br)c3)c2cn1,7.54,,,,
7488697,CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1,7.0,,,,
7391037,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.55,,,,
7490560,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.54,,,,
9714149,CC(=O)Nc1ccc(C(=O)Nc2cccc(Cl)c2)c(O)c1,5.77,,,,
9821026,CC(=O)Nc1ccc(Nc2cc(=O)n(-c3ccc(OCc4cccc(F)c4)c(Cl)c3)c3ncncc23)cc1,5.87,,,,
7437199,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.4,,,,
26374458,CC(=O)Nc1ccc2c(c1)NC(=O)/C2=C/c1ccc2c(c1)CCC(C)(C)O2,4.27,,,,
8376898,CC(=O)OC1=C(Cc2c(CC=C(C)C)[nH]c3ccccc23)C(=O)C(O)=C(Cc2c(CC=C(C)C)[nH]c3ccccc23)C1=O,4.23,,,,
9655344,CC(=O)OCN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.89,,,,
7066655,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,5.28,,,,
7066836,CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12,5.03,,,,
7067095,CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,4.7,,,,
672251,CC(=O)c1c(-c2ccccc2)[n+]([O-])c2ccccc2[n+]1[O-],4.3,,,,
7229687,CC(=O)c1c(SSc2c(C(C)=O)c3ccccc3n2C)n(C)c2ccccc12,5.25,,,,
11205017,CC(=O)c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,6.81,,,,
11729580,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.55,,,,
30489302,CC(=O)c1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,4.18,,,,
23023864,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,7.74,,,,
12923999,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,8.01,,,,
24345303,CC(C)(C#CC(=O)c1ccc(S(C)(=O)=O)cc1)N1CCCCC1,5.59,,,,
14354612,CC(C)(C#Cc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1N)N1CCOCC1,8.89,,,,
11806735,CC(C)(C#Cc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NS(C)(=O)=O)N1CCN(CC#N)CC1,8.11,,,,
12775293,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,7.33,,,,
19443973,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,8.26,,,,
23444846,CC(C)(C)C(=O)Nc1nc(Nc2ccc(Cl)cc2F)c2c(n1)[nH]c1cccc(Cl)c12,3.7,,,,
7778879,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,5.93,,,,
20155768,CC(C)(C)NC(=O)c1ccc(N(CCCl)CCCl)cc1,4.5,,,,
4767655,CC(C)(C)NC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.89,,,,
15510705,CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1,7.48,,,,
13596139,CC(C)(C)OC(=O)N1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,7.36,,,,
24536605,CC(C)(C)OC(=O)N1CCCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,7.06,,,,
13598571,CC(C)(C)OC(=O)N1CCN(CCNc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,6.62,,,,
12964569,CC(C)(C)OC(=O)NC1CCN(Cc2ccc(NC(=O)c3sc4ncc(C#N)c5c4c3[nH]c(=O)n5-c3c(Cl)ccc4c3OCO4)cc2)CC1,6.82,,,,
4773046,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.85,,,,
18585380,CC(C)(C)OC[C@@H](Cn1ccnc1[N+](=O)[O-])OC(=O)c1ccc(NC=C2C(=O)C=CC2=O)cc1,4.67,,,,
18585381,CC(C)(C)OC[C@H](Cn1ccnc1[N+](=O)[O-])OC(=O)c1ccc(NC=C2C(=O)C=CC2=O)cc1,3.67,,,,
23023867,CC(C)(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.25,,,,
9091931,CC(C)(C)[Si](C)(C)OCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.22,,,,
24819492,CC(C)(C)c1cc(/C=C(/C#N)C(N)=S)cc(C(C)(C)C)c1O,4.68,,,,
9071348,CC(C)(C)c1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O,4.52,,,,
24486461,CC(C)(C)c1cc(/C=C(\C#N)S(=O)(=O)CC#N)cc(C(C)(C)C)c1O,4.25,,,,
24446550,CC(C)(C)c1cc(/C=C(\C#N)c2[nH]nc(N)c2C#N)cc(C(C)(C)C)c1O,5.06,,,,
24819494,CC(C)(C)c1cc(/C=C(\C#N)c2nn(-c3ccccc3)c(N)c2C#N)cc(C(C)(C)C)c1O,4.6,,,,
2379618,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,4.43,,,,
2700764,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.34,,,,
9211535,CC(C)(C)c1cc(C=C2C(=O)C=CC2=O)cc(C(C)(C)C)c1O,3.49,,,,
637923,CC(C)(C)c1cc(O)ccc1O,5.24,,,,
22264536,CC(C)(C)c1ccc(-c2nnc(SCc3ccccc3)o2)cc1,5.13,,,,
24205940,CC(C)(C)c1ccc(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2N)s1,5.96,,,,
18585384,CC(C)(C)c1ccc(OC[C@@H](Cn2ccnc2[N+](=O)[O-])OC(=O)c2ccc(NC=C3C(=O)C=CC3=O)cc2)cc1,5.74,,,,
18585385,CC(C)(C)c1ccc(OC[C@H](Cn2ccnc2[N+](=O)[O-])OC(=O)c2ccc(NC=C3C(=O)C=CC3=O)cc2)cc1,4.74,,,,
9409964,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,6.32,,,,
22649357,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,8.59,,,,
12775286,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,8.4,,,,
12469708,CC(C)(Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(N)=O,4.61,,,,
24405471,CC(C)/N=C/c1cc(O)ccc1O,4.33,,,,
31798601,CC(C)C1NC(=O)Cc2ccc(Cl)cc2Nc2ncnc3cc(OCCF)c(cc23)OCCCNC1=O,4.46,,,,
12935047,CC(C)CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.49,,,,
11644429,CC(C)CSSCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.52,,,,
19071904,CC(C)N(C)C/C=C/C(=O)N1CCc2c(sc3ncc(C#N)c(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,8.19,,,,
19071758,CC(C)N(C)C/C=C/C(=O)N1CCc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.04,,,,
19071748,CC(C)N(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.85,,,,
13943642,CC(C)N(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,9.4,,,,
9086127,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.46,,,,
10607154,CC(C)N(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)C(C)C,7.44,,,,
10604804,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,7.19,,,,
9088094,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)C(C)C,8.4,,,,
13514206,CC(C)OC(=O)c1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1,4.55,,,,
13843523,CC(C)OCCNc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.05,,,,
29646179,CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,5.16,,,,
12972764,CC(C)Oc1ccc(NC(=O)c2sc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2N)cc1,9.85,,,,
24646631,CC(C)Oc1cccc2nc(NC(=O)c3ccnnc3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,5.68,,,,
23023866,CC(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.28,,,,
11644380,CC(C)SSCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.85,,,,
11306554,CC(C)[C@@H]1CC2OC2CC/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,4.66,,,,
14120413,CC(C)c1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c(-c2ccccc2)c1C(=O)NCCCN1CCCC1,5.05,,,,
13584340,CC(C)c1cc(/C=C(\C#N)S(=O)(=O)c2ccccc2)cc(C(C)C)c1O,4.21,,,,
8039989,CC(C)c1cc(/C=C2/C(=O)Nc3ccccc32)cc(C(C)C)c1O,5.09,,,,
8038395,CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,5.26,,,,
8038396,CC(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,5.26,,,,
20155782,CC(C)c1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,6.12,,,,
21850767,CC(C)c1ccc(NC(=O)c2ccccc2O)cc1,4.53,,,,
11729569,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,5.22,,,,
11730136,CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,5.16,,,,
11730148,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,5.92,,,,
11730112,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,6.6,,,,
11730100,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,6.26,,,,
11730114,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,6.8,,,,
11730104,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,5.67,,,,
11730126,CC(C)n1nc(-c2ccc(O)c(C#N)c2)c2c(N)ncnc21,5.09,,,,
11730113,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,5.98,,,,
15601299,CC(C)n1nc(-c2ccc3[nH]/c(=N/N)ccc3c2)c2c(N)ncnc21,5.15,,,,
11730169,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21,6.03,,,,
15601269,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,5.17,,,,
11730166,CC(C)n1nc(-c2ccc3[nH]nc(N)c3c2)c2c(N)ncnc21,6.68,,,,
11730109,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,5.96,,,,
24183762,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,6.2,,,,
11730165,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21,5.02,,,,
11730120,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,5.3,,,,
11729591,CC(C)n1nc(-c2ccc3cc(O)ccc3c2)c2c(N)ncnc21,7.06,,,,
11730121,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21,6.66,,,,
11730118,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21,5.6,,,,
11730093,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21,4.6,,,,
15601273,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,5.13,,,,
11730087,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,6.21,,,,
11729579,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,5.08,,,,
15601258,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,4.54,,,,
11730102,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,5.43,,,,
11730116,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,5.34,,,,
11730075,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21,4.35,,,,
11730107,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,6.42,,,,
11730119,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21,4.15,,,,
11729566,CC(C)n1nc(I)c2c(N)ncnc21,4.75,,,,
24882610,CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,4.0,,,,
14027133,CC(CN(C)C)NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,6.66,,,,
13593926,CC(CN1CCCCC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,6.65,,,,
13587417,CC(N)CNc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,7.12,,,,
25676320,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,6.07,,,,
12288674,CC(O)C(=O)N(C)CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,6.71,,,,
24405464,CC/N=C/c1cc(O)ccc1O,4.13,,,,
34968677,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccc(Br)cc21,4.58,,,,
34968676,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccc(Cl)cc21,4.56,,,,
34968675,CC1(C)CC(=O)C2=C(C1)N(c1ccc(N3CCOCC3)c(F)c1)C1=C(C(=O)CC(C)(C)C1)C21C(=O)Nc2ccccc21,4.5,,,,
13945441,CC1(C)CN(CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2OCC2CCCC2)CC(=O)O1,7.23,,,,
11751576,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,9.55,,,,
13594617,CC1CC(c2ccc(O)cc2)CN1c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,6.85,,,,
11730199,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,6.44,,,,
35746615,CC1CCCCN1CC=CC(=O)N1CCCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,5.23,,,,
35746605,CC1CCCCN1CC=CC(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,6.75,,,,
12964537,CC1CCN(Cc2ccc(NC(=O)c3sc4ncc(C#N)c5c4c3[nH]c(=O)n5-c3c(Cl)ccc4c3OCO4)cc2)CC1,6.2,,,,
25407975,CC1CCN(Cc2ccc(NC(=O)c3sc4ncnc5c4c3[nH]c(=O)n5-c3ccccc3Cl)cc2)CC1,6.22,,,,
25269064,CC1CN(CCCN2CCCC2)C(=O)c2c1[nH]c(/C=C1\C(=O)Nc3ccc(Br)cc31)c2-c1ccccc1,5.22,,,,
25269067,CC1CN(CCCN2CCN(C)CC2)C(=O)c2c1[nH]c(/C=C1\C(=O)Nc3ccc(Br)cc31)c2-c1ccccc1,5.19,,,,
12176457,CC1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,7.44,,,,
24536774,CC=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,9.34,,,,
23772378,CC=CC(=O)Nc1cccc(C(F)(F)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)c1,5.76,,,,
23772379,CC=CC(=O)Nc1cccc(C(F)(F)c2nc(Nc3ccc(N4CCN(CC)CC4)cc3)ncc2F)c1,5.79,,,,
27858872,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.63,,,,
24536772,CCC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.72,,,,
24173442,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.28,,,,
19162248,CCC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.2,,,,
26036188,CCC(C(N)=O)c1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,6.82,,,,
26036190,CCC(C(N)=O)c1ccc2ncc(C#N)c(Nc3ccc(Br)c(Br)c3)c2c1,5.52,,,,
26036189,CCC(C(N)=O)c1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,9.22,,,,
7829502,CCC(C)/C=C/C(=O)C(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C1CC(O)C(C(=O)O)O1,5.8,,,,
11730111,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,5.78,,,,
10597439,CCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,8.02,,,,
10602382,CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.7,,,,
24405463,CCCCCC/N=C/c1cc(O)ccc1O,4.02,,,,
8206988,CCCCCC1=NC(O)(CC)CC[Se]1,3.8,,,,
9972565,CCCCCOc1ccc(Nc2c(C#N)cnc3cc(OCC)c(NC(=O)/C=C/CN(C)C)cc23)cc1Cl,6.05,,,,
10617552,CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,7.31,,,,
10617019,CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,7.49,,,,
20155784,CCCCN(CCCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.51,,,,
20017792,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc1ccccc1,4.5,,,,
24327836,CCCCN(Cc1cc(Br)ccc1O)C(=O)Nc1ccccc1,4.43,,,,
24327846,CCCCN(Cc1cc(C)ccc1O)C(=S)Nc1ccccc1,4.36,,,,
20017793,CCCCN(Cc1cc(Cl)cc(Cl)c1O)C(=S)Nc1ccccc1,4.61,,,,
24327835,CCCCN(Cc1cc(Cl)ccc1O)C(=O)Nc1ccccc1,4.49,,,,
24327844,CCCCN(Cc1cc(Cl)ccc1O)C(=S)Nc1ccccc1,4.74,,,,
20155770,CCCCNC(=O)c1ccc(N(CCCl)CCCl)cc1,4.64,,,,
4768298,CCCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.32,,,,
7443545,CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCC,6.98,,,,
9090021,CCCN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCC,7.05,,,,
20155771,CCCN(CCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.53,,,,
10505145,CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.07,,,,
29602670,CCCN(c1ccc(OC)cc1)c1ncnc2occ(C)c12,8.15,,,,
11806641,CCCN1CCN(C(C)(C)C#Cc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)CC1,8.52,,,,
14190858,CCCNCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,7.22,,,,
7441690,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,9.77,,,,
